,ObjectID,Stream,Month,Creation Date,Tag,Site Type,Species,Mesohabitat,Stream Width,Substrate,Substrate Feature,Surface Turbulence,Aquatic Vegetation,Large Woody Debris,Terrestrial Vegetation,Undercut Bank,Instream Cover,Canopy Cover,Depth,Velocity,Longitude,Latitude,Notes,Data Change,Weight,Length,Capture Method,Capture Date,Release,Notes.y
118,161,Clear,June,6/16/2022 22:30,NA,Available,NA,Pool,14.2,Gravel,0,0,0,0.05,0,0,0.05,No,>150,0,34.538123,111.587133,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
119,162,Clear,June,6/16/2022 22:30,NA,Available,NA,Pool,14.2,Boulder,0,0,0,0,0,0,0,Yes,>150,0,34.538123,111.587133,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
120,163,Clear,June,6/16/2022 22:31,NA,Available,NA,Pool,14.2,Boulder,0,0,0,0,0,0,0,NA,>150,0,34.538123,111.587133,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
121,164,Clear,June,6/16/2022 22:32,NA,Available,NA,Pool,14.2,Bedrock,0.1,0,0,0,0,0,0.1,No,138,0,34.538123,111.587133,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
122,165,Clear,June,6/16/2022 22:33,NA,Available,NA,Pool,14.2,Bedrock,0.1,0,0,0,0,0,0.1,No,118,0,34.538123,111.587133,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
123,166,Clear,June,6/16/2022 22:34,NA,Available,NA,Pool,14.2,Bedrock,0.3,0,0,0,0,0,0.3,No,134,0,34.538123,111.587133,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
124,167,Clear,June,6/16/2022 22:34,NA,Available,NA,Pool,14.2,Boulder,0.5,0,0,0,0,0,0.5,Yes,120,0,34.538049,111.687169,NA,"Changed Riffle,Pool to Pool based on surrounding hab",NA,NA,NA,NA,NA,NA
165,168,Clear,June,6/16/2022 22:41,NA,Available,NA,Pool,12.821,Sand,0,0,0,0.8,0,0,0.8,Yes,103,0,34.538095,111.687051,NA,NA,NA,NA,NA,NA,NA,NA
166,172,Clear,June,6/16/2022 22:52,NA,Available,NA,Pool,12.8,Cobble,0,0,0,0,0.4,0,0.4,Yes,23,NA,34.538083,111.686947,NA,NA,NA,NA,NA,NA,NA,NA
167,173,Clear,June,6/16/2022 22:58,NA,Available,NA,Pool,12.8,Silt,0,0,0,0.05,0,0,0.05,No,83,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
168,174,Clear,June,6/16/2022 22:59,NA,Available,NA,Pool,12.8,Gravel,0,0,0,0.05,0,0,0.05,No,96,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
169,175,Clear,June,6/16/2022 23:00,NA,Available,NA,Pool,12.8,Gravel,0,0,0,0,0,0,0,No,110,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
170,176,Clear,June,6/16/2022 23:00,NA,Available,NA,Pool,12.8,Pebble,0.05,0,0,0,0,0,0.05,No,142,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
171,177,Clear,June,6/16/2022 23:01,NA,Available,NA,Pool,12.8,Boulder,0,0,0,0,0,0,0,No,NA,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
172,178,Clear,June,6/16/2022 23:01,NA,Available,NA,Pool,12.8,Boulder,0.4,0,0,0,0,0,0.4,NA,NA,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
173,179,Clear,June,6/16/2022 23:02,NA,Available,NA,Pool,12.8,Bedrock,0.2,0,0,0,0,0,0.2,No,77,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
174,180,Clear,June,6/16/2022 23:03,NA,Available,NA,Pool,12.8,Bedrock,0,0,0,0,0,0,0,No,64,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
175,181,Clear,June,6/16/2022 23:04,NA,Available,NA,Pool,12.8,Bedrock,0,0,0,0,0,0,0,No,46,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
176,182,Clear,June,6/16/2022 23:04,NA,Available,NA,Pool,12.8,Bedrock,0,0,0,0,0,0,0,No,48,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
177,183,Clear,June,6/16/2022 23:05,NA,Available,NA,Pool,12.8,Bedrock,0,0,0,0,0,0,0,No,48,NA,34.538083,111.686947,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
178,184,Clear,June,6/16/2022 23:06,NA,Available,NA,Pool,12.8,Bedrock,0.05,0,0,0.1,0,0,0.15,Yes,62,NA,34.537974,111.687051,NA,NA,NA,NA,NA,NA,NA,NA
179,186,Clear,June,6/16/2022 23:11,NA,Available,NA,Pool,9.741,Gravel,0.15,0,0,0,0,0,0.15,Yes,>150,NA,34.538026,111.686921,NA,NA,NA,NA,NA,NA,NA,NA
180,190,Clear,June,6/16/2022 23:25,NA,Available,NA,Pool,10.5,Boulder,0.2,0,0,0,0.1,0,0.3,Yes,41,NA,34.538,111.686865,NA,NA,NA,NA,NA,NA,NA,NA
181,191,Clear,June,6/16/2022 23:28,NA,Available,NA,Pool,10.5,Boulder,0.4,0,0,0,0.3,0,0.7,Yes,58,NA,34.538,111.686865,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
182,192,Clear,June,6/16/2022 23:29,NA,Available,NA,Pool,10.5,Boulder,0.5,0,0,0,0.1,0,0.6,Yes,76,NA,34.538,111.686865,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
143,193,Clear,June,6/16/2022 23:30,NA,Available,NA,Pool,10.5,Boulder,0.1,0,0,0,0,0,0.1,Yes,88,NA,34.538,111.686865,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
144,194,Clear,June,6/16/2022 23:31,NA,Available,NA,Pool,10.5,Bedrock,0.05,0,0,0,0,0,0.05,Yes,88,NA,34.538,111.686865,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
145,195,Clear,June,6/16/2022 23:32,NA,Available,NA,Pool,10.5,Bedrock,0,0,0,0,0,0,0,No,79,NA,34.538,111.686865,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
146,196,Clear,June,6/16/2022 23:33,NA,Available,NA,Pool,10.5,Bedrock,0,0,0,0,0,0,0,No,52,NA,34.538,111.686865,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
147,197,Clear,June,6/16/2022 23:33,NA,Available,NA,Pool,10.55,Bedrock,0.2,0,0,0,0,0,0.2,No,58,NA,34.538,111.686865,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
148,198,Clear,June,6/16/2022 23:34,NA,Available,NA,Pool,10.5,Bedrock,0,0,0,0,0.2,0,0.2,No,18,NA,34.538,111.686865,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
149,199,Clear,June,6/16/2022 23:35,NA,Available,NA,Pool,10.5,Bedrock,0,0,0,0,0,0,0,No,12,NA,34.537977,111.686864,NA,NA,NA,NA,NA,NA,NA,NA
14,201,Clear,June,6/17/2022 16:39,178,Occupied,Black Bass,Pool,11.9,Bedrock,0,0,0,0,0,0,0,Yes,>150,0,34.538188,111.68724,NA,NA,117,221,Backpack Shocker,11/28/2022,Start to 2nd Pool,NA
150,205,Clear,June,6/17/2022 17:18,NA,Available,NA,Riffle,15.29,Boulder,0.7,0,0,0,0,0,0.7,Yes,18,0.13,34.538005,111.686764,NA,NA,NA,NA,NA,NA,NA,NA
151,207,Clear,June,6/17/2022 17:24,NA,Available,NA,Riffle,13.9,Cobble,0,0,0,0,0,0,0,Yes,16,0.27,34.53792,111.6867,NA,NA,NA,NA,NA,NA,NA,NA
152,208,Clear,June,6/17/2022 17:25,NA,Available,NA,Riffle,13.9,Boulder,0,0,0,0,0,0,0,Yes,30,0.16,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
153,209,Clear,June,6/17/2022 17:26,NA,Available,NA,Riffle,13.9,Gravel,0,0,0,0,0,0,0,Yes,25,0.05,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
154,210,Clear,June,6/17/2022 17:27,NA,Available,NA,Riffle,13.9,Gravel,0.2,0,0,0,0,0,0.2,Yes,22,0.14,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
155,211,Clear,June,6/17/2022 17:28,NA,Available,NA,Riffle,13.9,Boulder,0.3,0,0,0,0,0,0.3,Yes,12,0.54,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
156,212,Clear,June,6/17/2022 17:30,NA,Available,NA,Riffle,13.9,Cobble,0.4,0,0,0,0,0,0.4,Yes,28,0.72,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
157,213,Clear,June,6/17/2022 17:31,NA,Available,NA,Riffle,13.9,Boulder,0.3,0,0,0,0,0,0.3,Yes,10,0.58,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
158,214,Clear,June,6/17/2022 17:32,NA,Available,NA,Riffle,13.9,Boulder,0.6,0,0,0,0,0,0.6,No,44,0.05,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
159,215,Clear,June,6/17/2022 17:34,NA,Available,NA,Riffle,13.9,Boulder,0.4,0,0,0,0,0,0.4,Yes,10,0.18,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
160,216,Clear,June,6/17/2022 17:35,NA,Available,NA,Riffle,13.9,Boulder,0,0,0,0,0,0,0,Yes,NA,NA,34.53792,111.6867,"On top of boulder. Transect, repeat coordinates","Changed to Riffle, data taker confused substrate and macrohabitat",NA,NA,NA,NA,NA,NA
161,217,Clear,June,6/17/2022 17:36,NA,Available,NA,Riffle,13.9,Boulder,0,0,0,0,0,0,0,Yes,NA,NA,34.53792,111.6867,"Top of boulder. Transect, repeat coordinates","Changed to Riffle, data taker confused substrate and macrohabitat",NA,NA,NA,NA,NA,NA
162,218,Clear,June,6/17/2022 17:37,NA,Available,NA,Riffle,13.9,Boulder,0.4,0,0,0,0.1,0,0.5,Yes,10,0.58,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
163,219,Clear,June,6/17/2022 17:38,NA,Available,NA,Riffle,13.9,Boulder,0.4,0,0,0,0,0,0.4,Yes,16,0.22,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
164,220,Clear,June,6/17/2022 17:39,NA,Available,NA,Riffle,13.9,Cobble,0.5,0,0,0,0,0,0.5,Yes,28,0.07,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
205,221,Clear,June,6/17/2022 17:41,NA,Available,NA,Riffle,13.9,Gravel,0.1,0,0,0,0,0,0.1,Yes,18,0.01,34.53792,111.6867,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
206,228,Clear,June,6/17/2022 18:34,NA,Available,NA,Riffle,13.343,Boulder,0.4,0,0,0,0,0,0.4,Yes,42,0.03,34.538016,111.686595,NA,NA,NA,NA,NA,NA,NA,NA
207,231,Clear,June,6/17/2022 18:45,NA,Available,NA,Riffle,9.25,Gravel,0.3,0,0,0,0,0,0.3,No,14,0.22,34.538043,111.686497,NA,NA,NA,NA,NA,NA,NA,NA
208,232,Clear,June,6/17/2022 18:49,NA,Available,NA,Riffle,9.25,Boulder,0.3,0,0,0,0,0,0.3,No,24,0.73,34.538043,111.686497,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
209,234,Clear,June,6/17/2022 18:53,NA,Available,NA,Riffle,9.25,Cobble,0.7,0,0,0,0,0,0.7,No,44,0.11,34.538043,111.686497,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
210,235,Clear,June,6/17/2022 18:55,NA,Available,NA,Riffle,9.25,Cobble,0.7,0,0,0,0,0,0.7,No,38,0.34,34.538043,111.686497,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
211,236,Clear,June,6/17/2022 18:56,NA,Available,NA,Riffle,9.25,Boulder,0.7,0,0,0,0,0,0.7,No,44,0.53,34.538043,111.686497,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
212,238,Clear,June,6/17/2022 19:00,NA,Available,NA,Riffle,9.25,Boulder,0,0,0,0,0,0,0,Yes,34,0.26,34.538043,111.686497,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
213,239,Clear,June,6/17/2022 19:02,NA,Available,NA,Riffle,9.25,Gravel,0.4,0,0,0,0,0,0.4,Yes,12,0.34,34.538043,111.686497,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
214,240,Clear,June,6/17/2022 19:03,NA,Available,NA,Riffle,9.25,Gravel,0.1,0,0,0,0,0,0.1,Yes,24,0.21,34.537963,111.686478,NA,NA,NA,NA,NA,NA,NA,NA
215,244,Clear,June,6/17/2022 19:14,NA,Available,NA,Riffle,12.705,Cobble,0.1,0,0,0,0,0,0.1,Yes,18,0.02,34.538055,111.686442,NA,NA,NA,NA,NA,NA,NA,NA
216,248,Clear,June,6/17/2022 20:22,NA,Available,NA,Riffle,9.1,Silt,0.2,0,0.3,0,0,0,0.5,Yes,10,0,34.538113,111.686341,NA,NA,NA,NA,NA,NA,NA,NA
217,249,Clear,June,6/17/2022 20:24,NA,Available,NA,Riffle,9.1,Boulder,0,0,0.2,0,0,0,0.2,Yes,20,0.11,34.538113,111.686341,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
218,250,Clear,June,6/17/2022 20:26,NA,Available,NA,Riffle,9.1,Pebble,0.1,0,0,0,0,0,0.1,Yes,30,0.15,34.538113,111.686341,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
219,251,Clear,June,6/17/2022 20:27,NA,Available,NA,Riffle,9.1,Cobble,0.1,0,0,0,0,0,0.1,Yes,38,0.51,34.538113,111.686341,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
220,252,Clear,June,6/17/2022 20:28,NA,Available,NA,Riffle,9.1,Gravel,0.1,0,0,0,0,0,0.1,No,45,0.04,34.538113,111.686341,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
221,253,Clear,June,6/17/2022 20:29,NA,Available,NA,Riffle,9.1,Gravel,0.1,0,0,0,0,0,0.1,No,46,0.06,34.538113,111.686341,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
222,255,Clear,June,6/17/2022 20:33,NA,Available,NA,Riffle,9.1,Boulder,0.3,0,0,0,0,0,0.3,No,6,NA,34.538113,111.686341,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
183,256,Clear,June,6/17/2022 20:35,NA,Available,NA,Riffle,9.1,Gravel,0.1,0,0,0,0,0,0.1,No,46,0.17,34.538113,111.686341,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
184,257,Clear,June,6/17/2022 20:36,NA,Available,NA,Riffle,9.1,Boulder,0.5,0,0,0,0,0,0.5,No,Na,Na,34.538048,111.686305,On top boulder,NA,NA,NA,NA,NA,NA,NA
185,260,Clear,June,6/17/2022 20:43,NA,Available,NA,Riffle,7.2,Cobble,0,0,0,0,0,0,0,No,50,0.37,34.538064,111.686214,NA,NA,NA,NA,NA,NA,NA,NA
22,264,Clear,June,6/17/2022 20:51,218,Occupied,Black Bass,Riffle,11.06,Cobble,0,0,0,0,0,0,0,Yes,31,0.05,34.538111,111.686119,NA,Leaving fish data but everything indicates this should be telemetry tag 218 which is a black bass. Maybe data taker got confused?  ,87,194,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA
186,265,Clear,June,6/17/2022 20:53,NA,Available,NA,Riffle,11.06,Silt,0,0,0.3,0,0.5,0,0.8,Yes,11,0.01,34.538132,111.686121,NA,NA,NA,NA,NA,NA,NA,NA
187,266,Clear,June,6/17/2022 20:55,NA,Available,NA,Riffle,11.06,Silt,0,0,0.3,0,0.6,0,0.9,Yes,25,0.2,34.538132,111.686121,"Substrate aquatic veg. Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
188,267,Clear,June,6/17/2022 20:58,NA,Available,NA,Riffle,11.06,Gravel,0.1,0,0,0,0,0,0.1,Yes,40,0.02,34.538132,111.686121,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
189,268,Clear,June,6/17/2022 20:59,NA,Available,NA,Riffle,11.06,Boulder,0.1,0,0,0,0,0,0.1,Yes,6,0,34.538132,111.686121,"High on boulder. Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
190,269,Clear,June,6/17/2022 21:00,NA,Available,NA,Riffle,11.06,Gravel,0.2,0,0,0,0,0,0.2,Yes,26,0.02,34.538132,111.686121,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
191,270,Clear,June,6/17/2022 21:01,NA,Available,NA,Riffle,11.06,Cobble,0.1,0,0,0,0,0,0.1,Yes,20,0.06,34.538132,111.686121,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
192,271,Clear,June,6/17/2022 21:03,NA,Available,NA,Riffle,11.06,Cobble,0.1,0,0,0,0,0,0.1,No,33,0.24,34.538132,111.686121,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
193,272,Clear,June,6/17/2022 21:04,NA,Available,NA,Riffle,11.06,Boulder,0.4,0,0,0,0,0,0.4,No,10,0,34.538132,111.686121,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
194,273,Clear,June,6/17/2022 21:05,NA,Available,NA,Riffle,11.06,Boulder,0.1,0,0,0,0,0,0.1,No,24,0.2,34.538132,111.686121,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
195,274,Clear,June,6/17/2022 21:07,NA,Available,NA,Riffle,11.06,Boulder,0.2,0,0,0,0.3,0,0.5,Yes,6,Na,34.538088,111.686123,On top boulder,NA,NA,NA,NA,NA,NA,NA
196,276,Clear,June,6/17/2022 21:11,NA,Available,NA,Riffle,7.7,Gravel,0.1,0,0,0,0,0,0.1,No,24,0.3,34.53812,111.686063,NA,NA,NA,NA,NA,NA,NA,NA
197,280,Clear,June,6/17/2022 21:24,NA,Available,NA,Riffle,11.2,Silt,0,0,0,0.2,0.8,0,1,Yes,20,0,34.538161,111.685954,NA,NA,NA,NA,NA,NA,NA,NA
198,281,Clear,June,6/17/2022 21:29,NA,Available,NA,Riffle,11.2,Gravel,0,0,0,0,0.5,0,0.5,Yes,36,0.2,34.538161,111.685954,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
199,282,Clear,June,6/17/2022 21:31,NA,Available,NA,Riffle,11.2,Cobble,0.1,0,0,0,0.6,0,0.7,No,37,0.43,34.538161,111.685954,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
200,283,Clear,June,6/17/2022 21:32,NA,Available,NA,Riffle,11.2,Cobble,0.1,0,0,0,0,0,0.1,No,34,0.45,34.538161,111.685954,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
201,284,Clear,June,6/17/2022 21:34,NA,Available,NA,Riffle,11.2,Cobble,0.2,0,0,0,0,0,0.2,No,36,0.65,34.538161,111.685954,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
202,285,Clear,June,6/17/2022 21:35,NA,Available,NA,Riffle,11.2,Boulder,0.1,0,0,0,0.2,0,0.3,No,22,0.05,34.538161,111.685954,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
203,286,Clear,June,6/17/2022 21:37,NA,Available,NA,Riffle,11.2,Gravel,0.2,0,0,0,0.3,0,0.5,No,20,0.02,34.538161,111.685954,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
204,287,Clear,June,6/17/2022 21:39,NA,Available,NA,Riffle,11.2,Cobble,0,0,0,0,0.4,0,0.4,Yes,16,0.12,34.538161,111.685954,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
245,288,Clear,June,6/17/2022 21:40,NA,Available,NA,Riffle,11.2,Cobble,0.1,0,0,0,0.8,0,0.9,Yes,12,0.06,34.538161,111.685954,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
246,289,Clear,June,6/17/2022 21:42,NA,Available,NA,Riffle,11.2,Cobble,0.1,0,0,0,0.9,0,1,Yes,26,0.01,34.538161,111.685954,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
247,290,Clear,June,6/17/2022 21:45,NA,Available,NA,Riffle,11.2,Boulder,0.3,0,0,0,0.1,0,0.4,Yes,Na,Na,34.538084,111.685912,On top boulder,NA,NA,NA,NA,NA,NA,NA
248,291,Clear,June,6/17/2022 21:47,NA,Available,NA,Riffle,9.5,Gravel,0,0,0,0,0,0,0,No,32,0.13,34.53815,111.685866,NA,NA,NA,NA,NA,NA,NA,NA
249,294,Clear,June,6/17/2022 22:03,NA,Available,NA,Riffle,8.2,Cobble,0.1,0,0,0,0.2,0,0.3,NA,10,0,34.538132,111.685772,NA,NA,NA,NA,NA,NA,NA,NA
250,295,Clear,June,6/17/2022 22:10,NA,Available,NA,Riffle,8.2,Gravel,0,0,0,0,0,0,0,No,29,0.07,34.538132,111.685772,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
251,296,Clear,June,6/17/2022 22:11,NA,Available,NA,Riffle,8.2,Cobble,0.2,0,0,0,0,0,0.2,No,26,0.08,34.538132,111.685772,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
252,298,Clear,June,6/17/2022 22:15,NA,Available,NA,Riffle,8.2,Cobble,0.2,0,0,0,0,0,0.2,No,36,0.03,34.538132,111.685772,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
253,299,Clear,June,6/17/2022 22:16,NA,Available,NA,Riffle,8.2,Cobble,0.2,0,0,0,0,0,0.2,No,20,0.59,34.538132,111.685772,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
254,300,Clear,June,6/17/2022 22:17,NA,Available,NA,Riffle,8.2,Boulder,0.1,0,0,0,0,0,0.1,No,22,0.55,34.538132,111.685772,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
255,301,Clear,June,6/17/2022 22:18,NA,Available,NA,Riffle,8.2,Boulder,0.6,0,0,0,0,0,0.6,Yes,Na,Na,34.538132,111.685772,On top boulder,NA,NA,NA,NA,NA,NA,NA
256,302,Clear,June,6/17/2022 22:19,NA,Available,NA,Riffle,8.2,Gravel,0,0,0,0,0,0,0,Yes,29,0.15,34.538193,111.68579,NA,NA,NA,NA,NA,NA,NA,NA
257,306,Clear,June,6/17/2022 22:35,NA,Available,NA,Riffle,8.9,Cobble,0.1,0,0,0,0,0,0.1,Yes,20,0.19,34.5382,111.685664,NA,NA,NA,NA,NA,NA,NA,NA
258,308,Clear,June,6/17/2022 22:41,NA,Available,NA,Run,10.5,Cobble,0,0,0,0,0,0,0,Yes,3,0,34.538223,111.685587,NA,NA,NA,NA,NA,NA,NA,NA
259,309,Clear,June,6/17/2022 22:42,NA,Available,NA,Run,10.5,Boulder,0.3,0,0,0,0,0,0.3,Yes,Na,Na,34.538223,111.685587,"On top boulder. Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
260,310,Clear,June,6/17/2022 22:44,NA,Available,NA,Run,10.5,Cobble,0.1,0,0,0,0,0,0.1,Yes,46,0.02,34.538223,111.685587,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
261,311,Clear,June,6/17/2022 22:45,NA,Available,NA,Run,10.5,Cobble,0.1,0,0,0,0,0,0.1,Yes,32,0.16,34.538223,111.685587,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
262,312,Clear,June,6/17/2022 22:46,NA,Available,NA,Run,10.5,Cobble,0.1,0,0,0,0,0,0.1,Yes,51,0.31,34.538223,111.685587,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
223,313,Clear,June,6/17/2022 22:47,NA,Available,NA,Run,10.5,Gravel,0.2,0,0,0,0,0,0.2,Yes,38,0.29,34.538223,111.685587,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
224,314,Clear,June,6/17/2022 22:47,NA,Available,NA,Run,10.5,Gravel,0.1,0,0,0,0,0,0.1,No,33,0.1,34.538223,111.685587,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
225,315,Clear,June,6/17/2022 22:49,NA,Available,NA,Run,10.5,Cobble,0.2,0,0,0,0,0,0.2,Yes,35,0.48,34.538223,111.685587,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
226,316,Clear,June,6/17/2022 22:50,NA,Available,NA,Run,10.5,Gravel,0.2,0,0,0.1,0,0,0.3,Yes,18,0.14,34.538223,111.685587,"Transect, repeat coordinates",NA,NA,NA,NA,NA,NA,NA
227,317,Clear,June,6/17/2022 22:51,NA,Available,NA,Run,10.5,Cobble,0,0,0,0,0,0,0,Yes,17,0.05,34.538259,111.68561,NA,NA,NA,NA,NA,NA,NA,NA
228,319,Clear,June,6/17/2022 22:59,NA,Available,NA,Run,9.15,Cobble,0.5,0,0,0,0,0,0.5,Yes,36,0.14,34.538196,111.685503,NA,NA,NA,NA,NA,NA,NA,NA
6,321,Clear,June,6/17/2022 23:02,166,Occupied,Black Bass,Run,9.953,Gravel,0.1,0,0,0,0,0,0.1,Yes,44,0.12,34.538253,111.685499,NA,"Marked Available but with 166 tag number, second 166 has note 'might be a lost one' meaning it appeared warn and covered in detritous. Changing to occupied ",79,188,Backpack Shocker,11/28/2022,4th Pool to Honey Hole,NA
