"","Species","Stream","Group","Mesohabitat","Observed","Unique","Available","Ratio_Pool","RPool_95L","RPool_95H","RPool_80L","RPool_80H","RPool_Percent_Support","Ratio_Riffle","RRiffle_95L","RRiffle_95H","RRiffle_80L","RRiffle_80H","RRiffle_Percent_Support","Ratio_Run","RRun_95L","RRun_95H","RRun_80L","RRun_80H","RRun_Percent_Support","Mesohabitat_Riffle","MesoRiffle_95L","MesoRiffle_95H","MesoRiffle_80L","MesoRiffle_80H","MesoRiffle_Percent_Support","Mesohabitat_Run","MesoRun_95L","MesoRun_95H","MesoRun_80L","MesoRun_80H","MesoRun_Percent_Support","Velocity Coef","Velocity_95L","Velocity_95H","Velocity_80L","Velocity_80H","V_Percent_Support","Depth Coef","Depth_95L","Depth_95H","Depth_80L","Depth_80H","D_Percent_Support","Sub Coef","Sub_95L","Sub_95H","Sub_80L","Sub_80H","S_Percent_Support","VelFull Coef","VelFull_95L","VelFull_95H","VelFull_80L","VelFull_80H","VF_Percent_Support","DepthFull Coef","DepthFull_95L","DepthFull_95H","DepthFull_80L","DepthFull_80H","DF_Percent_Support","Instream Coef","Instream_95L","Instream_95H","Instream_80L","Instream_80H","I_Percent_Support","Canopy Coef","Canopy_95L","Canopy_95H","Canopy_80L","Canopy_80H","C_Percent_Support","Velocity_25","Velocity_75","Velocity_t_stat_50","Velocity_p_50","Velocity_5","Velocity_95","Velocity_t_stat_90","Velocity_p_90","Velocity_Min","Velocity_Max","Depth_25","Depth_75","Depth_t_stat_50","Depth_p_50","Depth_5","Depth_95","Depth_t_stat_90","Depth_p_90","Depth_Min","Depth_Max","Substrate_25","Substrate_75","Substrate_t_stat_50","Substrate_p_50","Substrate_5","Substrate_95","Substrate_t_stat_90","Substrate_p_90","Substrate_Min","Substrate_Max","Instream_25","Instream_75","Instream_t_stat_50","Instream_p_50","Instream_5","Instream_95","Instream_t_stat_90","Instream_p_90","Instream_Min","Instream_Max","Canopy_Chi","Canopy_P","C_Prob_Support0.05","Canopy_Min","Canopy_Max"
"23","BB","WC","Active","PO",31,10,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229,-0.004,0.44,0.093,0.373,0.9738,-0.021,-0.57,0.443,-0.363,0.297,0.5039,-0.615,-1.426,0.019,-1.084,-0.182,0.9706,0.242,0.024,0.457,0.114,0.381,0.9825,0.012,-0.538,0.545,-0.359,0.361,0.5326,0.078,-0.589,0.555,-0.292,0.424,0.6539,0.231,-0.402,0.967,-0.13,0.557,0.6828,0.029,0.069,2.3844,0.5609,0.01,0.1,1.3123,0.4857,0,0.21,65,105.503,1.2231,0.2405,52.286,134.612,1.2193,0.2426,10,151,1.461,4.425,1.0675,0.1739,1.065,5.773,1.2266,0.2481,1,7,0.015,0.275,-0.1044,0.0201,0.001,0.508,-0.5864,0.0054,0,0.9,0.8556,0.511,0,0,1
"24","BB","WC","Active","RU",14,9,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.078,-0.613,0.329,-0.397,0.204,0.5924,1.207,0.553,1.931,0.689,1.672,1,-0.176,-0.808,0.478,-0.569,0.238,0.7206,-0.095,-0.689,0.431,-0.444,0.22,0.6345,1.23,0.528,2.086,0.673,1.747,1,-0.307,-0.906,0.11,-0.652,-0.007,0.9084,0.847,-0.514,6.786,-0.339,6.697,0.5842,0.091,0.172,0.4262,0.0993,0.034,0.214,0.4906,0.0658,0,0.27,54.415,67.058,0.9608,0.1093,48.998,89.948,1.3473,0.2655,44,110,3.502,5.445,-0.0347,0.0193,2.724,5.861,NA,NA,2,6,0.045,0.269,0.5076,0.0964,0.007,0.333,1.0291,0.0635,0,0.45,0.5569,0.57,0,0,1
"25","BB","WC","Inactive","RI",4,4,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.296,-3.905,-1.317,-3.446,-1.418,1,0.162,-0.289,0.681,-0.194,0.506,0.5988,0.14,-0.329,0.665,-0.237,0.533,0.7159,-2.414,-4.428,-1.229,-3.689,-1.338,1,0.038,-0.782,1.201,-0.518,0.687,0.542,-0.208,-1.051,0.297,-0.934,0.211,0.5037,-8.736,-8.994,-8.368,-8.924,-8.634,1,0.029,0.108,1.6269,0.3551,0.006,0.147,0.9122,0.046,0,0.17,32.291,42.279,-0.0602,0,28.644,46.622,-0.9044,0,27,49,4.626,5.371,-0.0724,0,4.327,5.667,-0.0724,0,4,6,0.038,0.169,0.1965,0,0.008,0.245,-0.4456,0,0,0.3,3.6473,0.063,0,0,0
"26","BB","WC","Inactive","PO",5,5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.117,-80.388,0.525,-74.972,0.402,0.5713,-0.127,-1.284,0.628,-0.939,0.509,0.695,0.076,-1.035,0.924,-0.737,0.711,0.5676,-8.347,-81.722,0.654,-75.905,0.463,0.533,-0.157,-1.329,0.955,-0.942,0.733,0.7136,-13.462,-14.673,-7.187,-14.62,-13.061,1,3.815,0.451,8.816,0.482,8.763,1,0.012,0.051,0.285,0.0669,0.002,0.072,-0.4245,0.0666,0,0.09,73.949,115.762,0.5475,0.1002,61.637,136.898,0.0449,0.0145,56,151,2.094,4.497,0.1642,0,1.379,5.703,0.0117,0,1,7,0,0,0.9849,0,0,0,0.9849,0,0,0,2.2538,0.227,0,0,1
"27","BB","WC","March","RI",10,10,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.473,-1.295,0.004,-1.062,-0.108,0.9732,0.362,-0.081,0.858,0.056,0.666,0.9361,0.771,0.228,1.808,0.296,1.272,1,-0.575,-1.558,-0.015,-1.216,-0.149,0.9798,0.424,-0.052,0.95,0.1,0.748,0.9548,0.323,0.015,0.644,0.113,0.528,0.9798,2.635,0.387,7.463,0.429,7.45,1,0.204,0.362,0.8669,0.1221,0.052,0.681,0.2436,0.0452,0,0.97,39.354,60.777,-0.3369,0.013,32.59,66.585,0.0163,0,30,70,5.213,6,1.1724,0.4275,3.775,6,0.6325,0.0646,3,6,0.326,0.591,0.6908,0.091,0.178,0.681,0.7205,0.1143,0.1,0.7,1.7644,0.238,0,0,1
"28","BB","WC","March","PO",4,4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.385,-1.263,0.111,-1.086,0,0.902,-0.088,-0.788,0.393,-0.619,0.303,0.4989,-0.775,-1.22,-0.332,-1.049,-0.443,1,-0.439,-1.349,0.182,-1.135,0.04,0.8596,-0.178,-0.841,0.408,-0.646,0.29,0.6754,-0.59,-1.278,-0.158,-1.131,-0.242,0.999,-2.587,-8.865,-0.349,-8.764,-0.39,1,0.015,0.075,0.5475,0.0068,0.003,0.111,0.0368,0,0,0.14,67.161,110.48,0.2064,0,55.41,133.383,-0.4545,0,50,151,2.25,3,2.3976,0.9931,1.651,3,2.3976,0.9931,1,3,0.025,0.113,0.9288,0.0842,0.005,0.163,0.9087,0.0842,0,0.2,1.4828,0.323,0,0,1
"29","BB","WC","March","RU",3,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-243.241,-530.991,-65.888,-528.792,-78.04,1,25.671,12.21,54.924,14.117,54.816,1,0,0,0,0,0,0.4265,-2.977,-9.389,2.428,-6.012,0.633,0.8165,19.836,7.027,44.513,10.621,42.358,1,-31.687,-65.423,-15.835,-64.942,-20.021,1,NA,0,0,0,0,NA,0,0,2.7471,1,0,0,2.7471,1,0,0,151,151,2.7471,1,151,151,2.7471,1,151,151,NA,NA,NA,NA,NA,NA,NA,NA,Inf,-Inf,0,0,2.7471,1,0,0,2.7471,1,0,0,NA,NA,NA,Inf,-Inf
"30","DS","WB","Active","RI",18,13,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218,-0.19,0.489,0.015,0.405,0.914,0.532,0.182,0.877,0.31,0.752,0.9987,0.46,0.194,0.74,0.288,0.64,0.9999,0.328,-0.165,0.66,0.08,0.554,0.9457,0.583,0.237,0.938,0.366,0.801,0.9991,0.346,-0.145,0.719,0.067,0.603,0.9295,0.167,-0.192,0.76,-0.135,0.389,0.8157,0.137,0.286,2.8316,0.745,0.107,0.614,1.7134,0.3816,0.08,0.72,20.625,41.142,0.7555,0.1004,14.127,53.968,0.2567,0.0386,11,64,5.003,5.918,2.1417,1,5,5.997,2.13,1,5,6,0.094,0.491,0.542,0.0924,0.017,0.788,NA,NA,0,0.9,0.4611,0.612,0,0,1
"31","DS","WB","Active","PO",18,11,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.132,-0.869,0.4,-0.568,0.252,0.5884,0.18,-0.178,0.481,-0.047,0.388,0.8505,-0.203,-0.543,0.179,-0.436,0.034,0.8682,-0.05,-0.891,0.611,-0.569,0.414,0.503,0.181,-0.302,0.701,-0.141,0.511,0.7584,0.697,0.344,1.017,0.477,0.903,1,0.07,-0.437,0.718,-0.251,0.34,0.6086,0.001,0.039,0.3959,0.0104,0,0.077,0.0528,0.0048,0,0.14,57.907,95.531,1.5739,0.4712,36.775,129.075,0.9903,0.2211,4,151,3.385,4.96,1.1188,0.1935,2.047,5.595,1.1953,0.1696,1,6,0.115,0.367,2.1538,0.6514,0.027,0.616,0.6096,0.6403,0,0.8,0.431,0.645,0,0,1
"32","DS","WB","Active","RU",8,8,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.168,-0.756,0.541,-0.478,0.06,0.8309,0.616,-0.041,1.385,0.124,1.033,0.9651,0.178,-0.225,0.635,-0.086,0.476,0.7956,0.008,-0.644,0.693,-0.357,0.337,0.5157,0.639,-0.082,1.465,0.092,1.096,0.9521,0.415,-0.186,1.124,0.064,0.722,0.924,0.937,0.245,8.512,0.315,0.989,1,0.075,0.169,-0.0243,4e-04,0.035,0.241,-0.0502,2e-04,0.01,0.28,38.917,54.064,1.1394,0.4687,33.238,92.965,0.5924,0.0494,30,118,5.054,6.345,0.4084,0.0013,4.435,6.855,0.5193,0.0014,4,7,0.011,0.38,-1.2253,0,0,0.536,-1.0289,0,0,0.6,1.8982,0.243,0,0,1
"33","DS","WB","Inactive","RI",14,10,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.429,-1.587,0.355,-1.137,0.167,0.7707,-0.145,-0.55,0.242,-0.409,0.122,0.7704,-0.392,-0.829,0.091,-0.692,-0.069,0.9515,-0.433,-1.586,0.371,-1.156,0.184,0.7648,-0.152,-0.545,0.24,-0.411,0.102,0.7853,0.071,-0.475,0.553,-0.258,0.414,0.5947,2.516,0.266,7.415,0.314,7.359,1,0.02,0.196,0.8444,0.2002,0.002,0.46,-0.0976,0.0264,0,0.91,22.963,28.428,1.7219,0.568,19.839,37.129,0.9882,0.1939,18,48,4.316,5.118,0.3,0.0157,3.55,5.643,0.4112,0.0299,3,6,0.046,0.295,0.2444,0.0248,0.007,0.432,0.1373,0.0284,0,0.9,1.2534,0.337,0,0,1
"34","DS","WB","Inactive","PO",6,6,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.421,-59.122,-55.518,-58.491,-56.241,1,19.121,15.433,19.877,18.56,19.8,1,-20.967,-32.965,0,-32.581,0,0.8377,2.693,0.859,3.562,2.135,3.195,0.995,19.124,15.712,20.285,17.733,20.194,1,-17.236,-18.595,-15.891,-18.488,-16.202,1,0.442,-0.425,7.55,-0.374,0.261,0.5848,0,0,1.962,0.9996,0,0,1.962,0.9996,0,0,151,151,3.2223,1,151,151,3.2223,1,151,151,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0.932,0,0,0,0.932,0,0,0,0.3991,0.597,0,0,1
"35","DS","WB","Inactive","RU",9,8,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.337,-0.846,0.051,-0.647,-0.047,0.9417,0.456,0.216,1.026,0.266,0.79,1,0.158,-0.288,0.71,-0.166,0.511,0.724,-0.143,-0.581,0.238,-0.428,0.137,0.7209,0.428,0.166,1.019,0.234,0.776,1,0.248,-0.349,0.6,-0.044,0.461,0.8662,-0.222,-0.793,0.136,-0.67,0.081,0.716,0.043,0.134,0.1423,0.0519,0.013,0.182,0.5109,6e-04,0,0.25,48.844,68.418,0.5979,0.0786,34.581,73.623,0.5369,0.1434,26,76,4.597,5.406,0.3026,0.0399,3.577,6.419,0.0595,0.0208,3,7,0.017,0.183,0.1544,0.0862,0.001,0.368,-0.7359,1e-04,0,0.5,0.4898,0.604,0,0,1
"36","DS","WB","March","RI",6,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508,-1.236,1.538,-0.006,1.28,0.8966,-0.001,-0.61,0.623,-0.463,0.412,0.4872,0.012,-0.602,0.622,-0.367,0.463,0.4599,0.558,-1.237,1.694,0.021,1.384,0.9077,0.078,-0.78,0.816,-0.485,0.605,0.5857,0.274,-0.157,0.711,-0.024,0.561,0.8787,0.576,-0.34,8.377,-0.274,0.449,0.5941,0.267,1.114,-0.0302,4e-04,0.103,1.534,-2.39,0,0,1.76,30.319,40.781,0.8039,0.0756,24.908,45.124,-0.4102,0,21,49,4.983,5.851,0.4031,0.0957,4.465,5.97,0.272,0.0642,4,6,0.385,0.606,1.3847,0.3839,0.302,0.714,0.4951,0.1079,0.25,0.8,0.4032,0.596,0,0,1
"37","DS","WB","March","PO",6,6,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,-2.654,0.879,-0.497,0.651,0.6694,-0.161,-1.059,0.375,-0.501,0.27,0.6211,27132306265.838,0.028,1.918,0.174,1.504,0.9825,-0.02,-3.992,1.288,-0.734,0.918,0.324,0.01,-0.957,1.185,-0.565,0.738,0.4545,1.539,0.521,4.426,0.725,2.51,1,2.601,0.017,7.874,0.085,7.39,0.9794,0.003,0.093,0.0671,0,0.001,0.201,-0.9976,0,0,0.3,51.884,111.731,0.8754,0.1898,41.472,138.597,0.2024,2e-04,35,151,3.959,5.698,0.4976,0.0458,2.437,6.419,-0.5668,0.0452,1,7,0.106,0.555,-0.0133,0.1967,0.026,0.687,-0.5145,0.0648,0,0.75,0.6727,0.579,0,0,1
"38","DS","WC","Active","RI",24,13,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.161,-0.582,0.134,-0.405,0.055,0.8094,0.902,0.429,1.377,0.587,1.213,1,0.165,-0.201,0.637,-0.087,0.458,0.7874,-0.191,-0.66,0.149,-0.465,0.054,0.8218,0.902,0.435,1.382,0.589,1.213,1,0.186,-0.251,0.568,-0.095,0.46,0.8034,0.396,-0.364,7.104,-0.177,0.48,0.6775,0.096,0.283,1.1572,0.1728,0.031,0.376,0.9435,0.071,0,0.45,37.218,52.046,2.0864,0.6915,27.517,56.412,1.1609,0.2534,17,63,4.524,5.647,0.8255,0.0606,3.444,5.97,0.8353,0.0221,3,6,0.158,0.435,1.1262,0.1923,0.085,0.63,0.9569,0.1508,0,1,0.5967,0.561,0,0,1
"39","DS","WC","Active","PO",22,11,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462,0.266,0.653,0.337,0.581,1,0.048,-0.287,0.349,-0.167,0.256,0.6293,0.247,-0.216,0.766,-0.063,0.57,0.8394,0.549,0.29,0.825,0.376,0.719,1,0.366,-0.129,0.917,0.033,0.712,0.9195,0.387,0,0.691,0.158,0.598,0.975,4.841,0.998,8.468,1.022,8.452,1,0.054,0.118,4.2607,0.8859,0.013,0.182,1.5802,0.6448,0,0.33,71.038,103.304,2.4284,0.844,57.395,136.743,1.7328,0.455,42,151,3.983,5.955,2.2599,0.7866,2.561,6.099,1.9996,0.6169,1,7,0.08,0.433,1.3572,0.5338,0.01,0.556,0.3898,0.1728,0,0.8,6.9331,0.013,1,0,1
"40","DS","WC","Active","RU",10,7,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.357,-1.21,0.167,-0.843,0.022,0.8817,3.1,1.151,4.659,2.056,4.083,1,0.226,-0.364,0.84,-0.134,0.701,0.7171,-0.352,-1.487,0.603,-0.966,0.245,0.8084,3.148,1.164,4.857,2.093,4.185,1,-0.13,-1.311,0.5,-0.829,0.37,0.5936,-0.451,-1.101,0.166,-0.749,-0.196,0.9129,0.055,0.145,1.2955,0.2722,0.02,0.203,-0.0118,0.0192,0,0.24,55.903,101.316,1.9479,0.5226,53.356,134.478,1.4011,0.2122,52,151,4.681,5,1.3157,0.3626,3.649,6.156,0.2164,0.0706,3,7,0.044,0.302,0.7426,0.0769,0.011,0.521,-0.3202,0.0239,0,0.7,1.7508,0.328,0,0,1
"41","DS","WC","Inactive","RI",2,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.305,-129.911,-0.849,-127.751,-0.937,1,-0.224,-0.815,0.306,-0.671,0.208,0.519,-8.896,-17.253,-0.723,-16.995,-0.794,1,-87.842,-132.56,-0.956,-127.823,-1.061,1,-1.177,-2.38,0.989,-1.256,-0.159,0.9024,-24.403,-49.872,-0.747,-49.525,-0.822,1,7.912,7.861,7.972,7.878,7.952,1,0.066,0.066,4.7536,1,0.066,0.066,4.7536,1,0,0.13,33.466,33.466,3.5124,1,33.466,33.466,3.5124,1,30,37,3.495,3.495,2.4705,1,3.495,3.495,2.4705,1,3,4,0.025,0.025,2.5167,0.4977,0.025,0.025,2.5167,0.4977,0,0.05,0.5697,0.453,0,1,1
"42","DS","WC","Inactive","PO",2,2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.697,-81.695,-74.586,-80.913,-76.265,1,-47.122,-124.107,27.586,-123.36,27.484,0.5074,-8.801,-17.857,0,-17.754,0,0.7177,-1.83,-14.639,21.529,-12.147,8.487,0.4736,-48.826,-125.318,17.934,-124.008,16.509,0.5074,-13.731,-14.967,-7.331,-14.913,-13.294,1,0.264,-8.357,8.641,-8.327,8.589,0.5074,0,0,0.986,0,0,0,0.986,0,0,0,78.442,78.442,3.4164,0.5077,78.442,78.442,3.4164,0.5077,8,151,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0.5737,0,0,0,0.5737,0,0,0,1.0936,0.324,0,0,1
"43","DS","WC","Inactive","RU",2,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.019,-1.875,-0.402,-1.452,-0.497,1,0.799,0.339,1.506,0.389,1.011,1,0.848,-0.657,1.546,-0.409,1.443,0.5038,-35.986,-1.822,0.16,-1.446,-0.144,0.9542,38.166,-0.223,1.749,0.001,1.197,0.9007,-11.662,-36.62,21.489,-36.118,14.518,0.5003,NA,5.685,6.595,6.12,6.595,NA,0.08,0.08,2.69,1,0.08,0.08,2.69,1,0.06,0.1,61.001,61.001,3.4416,1,61.001,61.001,3.4416,1,59,63,4.001,4.001,1.3982,0.3605,4.001,4.001,1.3982,0.3605,3,5,0.15,0.15,1.8854,0.4997,0.15,0.15,1.8854,0.4997,0,0.3,NA,NA,0,1,1
"44","DS","WC","March","RI",4,3,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772,-0.125,1.934,-0.039,1.304,0.8682,0.621,-0.001,1.445,0.063,1.072,0.9743,7.6,2.09,24.458,2.134,24.181,1,80996662554.218,-0.244,7.923,-0.137,2.032,0.8378,12880946047.942,-0.249,4.658,-0.068,3.038,0.8206,1.101,0.277,1.707,0.361,1.564,1,7.579,7.357,7.903,7.369,7.889,1,0.524,0.855,-0.7974,0,0.391,0.987,-1.4341,0,0.11,1.18,50.632,56.655,NA,NA,48.223,59.065,NA,NA,34,60,6,6,1.8092,0.8951,6,6,1.8092,0.8951,6,6,0.607,0.758,NA,NA,0.547,0.818,NA,NA,0.2,0.9,0.9905,0.322,0,1,1
"45","DS","WC","March","PO",6,6,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.273,-93.341,-0.184,-91.66,-0.28,0.9983,5.644,0.706,16.107,0.78,15.99,1,0.025,-0.196,0.251,-0.084,0.165,0.5574,0.705,-0.008,3.93,0.041,1.468,0.9685,5.833,0.777,16.716,0.864,16.346,1,-27.194,-29.586,-18.127,-29.484,-26.189,1,5.658,0,8.526,0,8.489,0.8269,0,0.029,0.9657,0.2994,0,0.098,0.4164,0.2994,0,0.17,135.632,151,1.9984,0.6531,98.75,151,1.3406,0.3245,60,151,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,1.7737,0.8361,0,0,1.7737,0.8361,0,0,NA,NA,0,1,1
